Open time,Open,High,Low,Close_1m,Volume,EMA,MACD,Close_prev,Porcentagem,Probabilidade,Direcao,Oscilacao
1705861380000,41712.0,41715.1,41711.9,41712.9,30.93658082,41704.99703370527,9.57626343465381,0.41986674,-0.99018216,0.466004457083791,Baixa,Pequena
1705861440000,41712.9,41727.9,41712.9,41723.2,19.09376794,41704.16514251636,10.161326045476017,0.45437288,4.5561194,0.4662395955253798,Alta,Pequena
1705861500000,41725.3,41733.1,41725.0,41733.1,52.46161351,41702.161473307555,9.711550308085862,0.49934483,18.929363,0.46684901397938455,Alta,Pequena
1705861560000,41733.1,41750.0,41718.9,41719.0,14.87248415,41698.9047862873,7.9882139987894325,0.49689117,9.357572,0.46644316364962013,Alta,Pequena
1705861620000,41720.1,41727.0,41710.2,41710.2,85.50390472,41696.789500633335,7.10805436038936,0.42113754,-15.661979,0.46538249270840615,Baixa,Pequena
1705861680000,41710.2,41712.8,41708.1,41708.1,13.57653295,41695.377869121054,6.777260722126812,0.3884119,-21.831596,0.4651209799399302,Baixa,Pequena
1705861740000,41708.2,41713.0,41704.6,41708.3,41.22004309,41694.03869744959,6.470287595162517,0.38118047,-9.487891,0.4656442129139221,Baixa,Pequena
1705861800000,41708.1,41719.0,41706.1,41716.1,0.1549225199999995,41692.53750770745,5.9640013480893685,0.40095404,3.2290816,0.4661833324058451,Alta,Pequena
1705861860000,41716.0,41716.0,41687.9,41687.9,36.93962815,41690.05724536086,4.4368650640317355,0.34010804,-10.77506,0.46558964789837787,Baixa,Pequena
1705861920000,41686.8,41701.9,41684.2,41701.8,13.75818051,41690.2843238199,5.2944203514489345,0.30574152,-23.74649,0.46503981416286577,Baixa,Pequena
1705861980000,41701.9,41701.9,41688.1,41693.4,5.15899241,41689.07214737989,4.896690258647141,0.31317085,-7.920188,0.4657106714047474,Baixa,Pequena
1705862040000,41693.4,41699.1,41690.1,41698.1,45.62590316,41688.61658394619,5.173090172786033,0.3091225,1.105833,0.4660933163747153,Alta,Pequena
1705862100000,41698.0,41704.6,41696.1,41696.2,29.00187771,41687.61832962474,4.972086569767271,0.32212526,2.8592706,0.46616765336871957,Alta,Pequena
1705862160000,41696.3,41698.4,41696.3,41698.3,14.79931672,41686.71499590103,4.836666166360374,0.31402367,1.5855074,0.4661136537926486,Alta,Pequena
1705862220000,41698.1,41698.1,41691.8,41691.8,15.98379039,41685.49552178534,4.379650798146031,0.29971105,-6.958228,0.4657514495905253,Baixa,Pequena
1705862280000,41691.8,41699.1,41691.8,41699.1,46.00898191,41684.83189249959,4.394447171114734,0.3041091,-3.15727,0.465912584684946,Baixa,Pequena
1705862340000,41702.2,41702.2,41699.0,41699.0,27.38461598,41683.329986446915,3.6061407646629964,0.32410738,8.1399555,0.4663915421910996,Alta,Pequena
1705862400000,41699.0,41699.0,41682.4,41684.1,41.46927355,41681.68051133606,2.5577039947529556,0.27484107,-9.624189,0.46563843537625704,Baixa,Pequena
1705862460000,41684.0,41684.0,41684.0,41684.0,0.005071810000000454,41681.4258283188,2.699405368497537,0.23710248,-26.844465,0.4649085046849277,Baixa,Pequena
1705862520000,41683.1,41687.3,41683.1,41687.3,0.036000000000001364,41681.15486287868,2.8511855892647877,0.24276716,-11.669988,0.46555171395579253,Baixa,Pequena
1705862580000,41693.0,41693.0,41687.8,41687.8,1.1343350700000006,41680.508006339594,2.667440553392225,0.26744902,12.798918,0.46658907454920245,Alta,Pequena
1705862640000,41687.9,41691.4,41687.9,41691.4,17.99156264,41679.74042805955,2.343206845012901,0.26344413,8.517206,0.4664075359270076,Alta,Pequena
1705862700000,41691.3,41691.4,41684.0,41684.0,2.54742989,41678.5131046974,1.5287382667593192,0.2502815,-6.4189854,0.4657743086306322,Baixa,Pequena
1705862760000,41683.0,41683.0,41677.5,41681.3,18.30583824,41677.935536770805,1.220398542987823,0.21872525,-16.974712,0.4653268499968899,Baixa,Pequena
1705862820000,41681.2,41681.2,41672.3,41677.8,32.98677649,41677.58138274668,1.084002771291125,0.2038947,-18.533855,0.4652607583164343,Baixa,Pequena
1705862880000,41677.9,41685.1,41676.2,41684.2,21.25241263,41677.55837040422,1.250508491481014,0.21604642,-1.2247443,0.46599451219852883,Baixa,Pequena
1705862940000,41684.1,41684.1,41678.2,41681.9,19.82232289,41676.8592514994,0.7932047599097131,0.22112867,8.452392,0.46640478737001284,Alta,Pequena
1705863000000,41682.9,41687.1,41680.0,41680.1,13.59759132,41676.328646394075,0.43216320056671964,0.22127432,2.4198055,0.4661490245847838,Alta,Pequena
1705863060000,41680.9,41680.9,41677.5,41677.5,18.51230186,41675.93166180398,0.1483296000806149,0.20539732,-7.1141186,0.4657448427300483,Baixa,Pequena
1705863120000,41677.4,41677.4,41674.7,41674.7,17.10646509,41675.766573572815,0.048624464914610255,0.190112,-14.0831175,0.46544942120678123,Baixa,Pequena
1705863180000,41673.7,41673.7,41666.4,41668.4,0.26346201999999863,41675.87884447521,0.20574810018297274,0.16358516,-20.356728,0.4651834926718199,Baixa,Pequena
1705863240000,41668.5,41677.5,41668.5,41677.5,17.72969774,41676.66609126208,1.0447568404706544,0.17594464,-7.4521065,0.4657305155589963,Baixa,Pequena
1705863300000,41677.4,41677.4,41676.4,41676.4,16.49337319,41676.57831139493,1.173895169478783,0.19539365,19.444609,0.4668708593946765,Alta,Pequena
1705863360000,41676.4,41676.4,41676.4,41676.4,2.0,41676.59708101545,1.4336477978504263,0.19272695,9.538401,0.4664508318345876,Alta,Pequena
1705863420000,41676.4,41679.9,41676.4,41679.9,2.0157621,41676.617826385496,1.7443335482821567,0.20095041,2.8438807,0.4661670018042782,Alta,Pequena
1705863480000,41679.9,41686.2,41679.9,41685.7,19.02592066,41676.272334426074,1.7591457817688934,0.22363497,16.0372,0.46672638233830305,Alta,Pequena
1705863540000,41685.7,41687.9,41685.7,41687.9,1.0742049600000012,41675.279948576186,1.161918548415997,0.24033168,19.597507,0.46687734342935344,Alta,Pequena
1705863600000,41687.9,41687.9,41687.8,41687.8,0.8061750799999992,41673.95152211052,0.15873879168793792,0.24307765,8.6939335,0.4664150263453117,Alta,Pequena
1705863660000,41687.8,41687.8,41685.7,41685.7,13.3623569,41672.49378759583,-1.1138104802303133,0.2356342,-1.9545853,0.4659635700588441,Baixa,Pequena
1705863720000,41685.7,41685.7,41682.0,41684.2,24.78840823,41671.10365997434,-2.5080270348553313,0.22254221,-8.4481,0.4656882924183009,Baixa,Pequena
1705863780000,41684.2,41685.7,41684.2,41685.7,17.52728512,41669.72509786637,-4.0983466804464115,0.22235958,-5.633569,0.46580760680480493,Baixa,Pequena
1705863840000,41685.6,41685.6,41684.2,41684.2,13.40167996,41668.043529220726,-6.221287803637097,0.21922685,-1.4897645,0.4659832790645085,Baixa,Pequena
1705863900000,41683.0,41683.0,41670.0,41670.0,26.17710543,41666.34284808606,-8.687713923740375,0.17751536,-20.167435,0.4651915170569011,Baixa,Pequena
1705863960000,41668.4,41668.4,41639.4,41639.4,26.32431477,41665.9578847267,-10.263585605418484,0.07519157,-65.70147,0.4632618811570812,Baixa,Pequena
1705864020000,41643.9,41658.7,41643.9,41658.7,46.14166783,41668.75345154003,-9.0100460339454,0.04406622,-75.17611,0.46286047343392417,Baixa,Pequena
1705864080000,41660.0,41664.0,41659.9,41664.0,16.41965501,41669.81170959688,-9.244109402228787,0.10733879,42.753757,0.4678593263838332,Alta,Pequena
1705864140000,41663.9,41667.8,41663.9,41667.8,16.97724726,41670.42346850181,-9.948035964633164,0.12882526,192.34471,0.47420743693732115,Alta,Pequena
1705864200000,41667.8,41667.8,41651.6,41654.0,31.42325555,41670.699623080945,-11.088712617522107,0.105084464,-2.1001995,0.4659573982401215,Baixa,Pequena
1705864260000,41655.9,41655.9,41647.4,41650.1,17.96631185,41672.457478142096,-10.978249543681159,0.06195211,-51.909973,0.4638462471307489,Baixa,Pequena
1705864320000,41650.0,41650.1,41649.9,41649.9,19.97358514,41674.8108968939,-10.280483954244119,0.04833248,-54.006065,0.46375742614038945,Baixa,Pequena
1705864380000,41650.0,41656.2,41650.0,41656.2,42.28513896,41677.43309656694,-9.219983380753547,0.06913697,11.597443,0.46653813273191364,Alta,Pequena
1705864440000,41656.2,41656.2,41652.2,41652.3,0.13381852999999921,41679.668159363464,-8.373744708689628,0.08126254,68.132355,0.4689357707707898,Alta,Pequena
1705864500000,41652.2,41667.4,41650.0,41667.4,28.85665481,41682.54901824383,-6.774745607857767,0.11236343,62.522923,0.4686978263715168,Alta,Pequena
1705864560000,41667.6,41667.7,41666.0,41667.7,16.55554225,41684.14365174318,-6.17275409213471,0.16098253,98.10178,0.470207233730743,Alta,Pequena
1705864620000,41668.0,41668.8,41668.0,41668.8,0.3287952599999997,41685.874562452984,-5.345153952555847,0.16952069,50.868214,0.4682034767075588,Alta,Pequena
1705864680000,41668.8,41677.0,41668.8,41677.0,0.013834400000000358,41687.67188481645,-4.323087535085506,0.19456668,20.861984,0.4669309607197798,Alta,Pequena
1705864740000,41677.0,41680.9,41677.0,41680.9,15.57581952,41688.79524111292,-3.7905869435562636,0.22573854,33.16282,0.4674525793226452,Alta,Pequena
1705864800000,41680.9,41694.0,41680.9,41694.0,12.97049312,41689.626319124814,-3.452877651179733,0.271015,39.291573,0.467712491231101,Alta,Pequena
1705864860000,41694.1,41694.6,41694.1,41694.6,12.62774074,41689.16593166427,-4.30543229761679,0.30317885,34.30531,0.467501030501069,Alta,Pequena
1705864920000,41694.6,41695.2,41694.5,41695.2,16.65538833,41688.59392447103,-5.392068485656637,0.3049905,12.536394,0.4665779436605693,Alta,Pequena
1705864980000,41695.2,41698.7,41695.1,41696.2,21.10977926,41687.89854809956,-6.761672224056382,0.31102768,2.5888443,0.46615619177109924,Alta,Pequena
1705865040000,41696.2,41740.0,41696.2,41696.5,37.35313482,41687.02471105741,-8.513251217817013,0.36160064,18.56128,0.4668334067872277,Alta,Pequena
1705865100000,41696.5,41740.0,41674.2,41676.2,47.38269622,41686.027312221355,-10.655619297591329,0.30941,-0.52010417,0.46602438541835023,Baixa,Pequena
1705865160000,41676.2,41676.2,41674.1,41674.1,15.38717167,41687.06176613939,-11.168160093249753,0.20495777,-43.3193,0.4642102851486945,Baixa,Pequena
1705865220000,41674.1,41676.6,41658.2,41664.0,2.2684330700000004,41688.42616257512,-11.446084380178945,0.17483942,-43.492638,0.46420294044555505,Baixa,Pequena
1705865280000,41664.0,41667.9,41664.0,41667.9,5.6955641,41690.99733758302,-10.605964697235322,0.16581511,-19.097912,0.4652368506568383,Baixa,Pequena
1705865340000,41667.8,41667.9,41667.8,41667.9,6.453997470000001,41693.42863627597,-9.77648881541245,0.18037766,3.1676173,0.4661807261398971,Alta,Pequena
1705865400000,41667.9,41679.8,41667.9,41677.7,24.98125182,41696.11586114712,-8.575572488931357,0.21078047,27.117765,0.46719623012108513,Alta,Pequena
1705865460000,41677.7,41689.1,41677.7,41688.5,19.95779376,41698.05437284681,-7.9158491414782475,0.26396513,46.340252,0.4680114337497945,Alta,Pequena
1705865520000,41688.5,41689.1,41682.5,41689.0,1.4748890600000006,41699.06009630437,-8.058298990486946,0.2858636,35.621487,0.4675568440113843,Alta,Pequena
1705865580000,41689.0,41689.1,41682.5,41682.5,0.22220550999999844,41700.11905381009,-8.173814266992848,0.2786372,5.558336,0.4662820872594685,Alta,Pequena
1705865640000,41682.6,41684.8,41682.6,41684.7,0.7049413799999993,41701.97369105327,-7.540543739669374,0.2717176,-4.948515,0.46583664961801863,Baixa,Pequena
1705865700000,41684.7,41688.9,41677.6,41688.9,3.28326135,41703.791974322034,-6.846579630400811,0.2837381,1.8306613,0.466124049099427,Alta,Pequena
1705865760000,41689.1,41692.8,41689.1,41692.8,15.31155613,41705.359550566456,-6.288878827210283,0.31456175,15.767897,0.4667149608519027,Alta,Pequena
1705865820000,41692.8,41706.0,41692.8,41706.0,2.2154220000000002,41706.68160852082,-5.882666110024729,0.36102906,27.24024,0.4672014230314431,Alta,Pequena
1705865880000,41706.6,41706.6,41704.2,41704.2,3.3003663099999994,41706.75335678617,-6.62262491666479,0.38562256,22.59041,0.46700425040361354,Alta,Pequena
1705865940000,41704.2,41704.2,41700.2,41700.2,3.7628980100000007,41707.022131184705,-7.287479612910829,0.37010968,2.5152087,0.46615306723191374,Alta,Pequena
1705866000000,41700.2,41705.9,41700.1,41705.8,17.58760512,41707.74025025678,-7.622803539925371,0.377844,-2.0171404,0.4659609194926988,Baixa,Pequena
1705866060000,41704.2,41705.9,41704.2,41705.8,0.1496204600000013,41707.94448712591,-8.510103482549312,0.38676015,4.4987917,0.46623716396848713,Alta,Pequena
1705866120000,41705.9,41707.8,41700.4,41700.4,70.36272897999999,41708.17022261285,-9.518837540483219,0.3783682,0.13873577,0.4660523160303136,Alta,Pequena
1705866180000,41700.4,41703.8,41682.1,41682.1,0.651544160000002,41708.98814078262,-10.11807501019939,0.32414111,-16.19066,0.4653600827477041,Baixa,Pequena
1705866240000,41682.1,41691.3,41678.9,41691.3,57.29653456,41711.81847139132,-8.872475198673783,0.30246967,-20.059437,0.4651960948120744,Baixa,Pequena
1705866300000,41691.3,41698.9,41691.2,41698.9,0.8041336300000008,41713.978310485145,-8.09030998180242,0.35013032,8.017862,0.4663863649711766,Alta,Pequena
1705866360000,41698.9,41710.1,41698.8,41710.0,18.78351079,41715.56550106253,-7.74812368707353,0.40036288,32.36463,0.4674187304393722,Alta,Pequena
1705866420000,41708.3,41708.3,41696.0,41702.4,13.05423671,41716.151343279635,-8.328851380902051,0.3944788,12.666273,0.46658344986325506,Alta,Pequena
1705866480000,41702.4,41705.5,41702.4,41705.4,2.6257712699999995,41717.59885309855,-8.175105980946682,0.39780354,-0.63925385,0.46601933298960657,Baixa,Pequena
1705866540000,41705.4,41706.4,41702.7,41702.7,22.62001392,41718.882942898395,-8.165414856171992,0.39996728,1.3913274,0.46610542345077377,Alta,Pequena
1705866600000,41702.7,41705.3,41702.7,41702.9,29.73189557,41720.586410571916,-7.7593666953762295,0.39871907,0.23014545,0.4660561927449479,Alta,Pequena
1705866660000,41702.9,41702.9,41702.8,41702.9,0.38466260999999946,41722.44813800054,-7.14860170911561,0.3991827,-0.19615889,0.4660381182198062,Baixa,Pequena
1705866720000,41702.8,41705.2,41698.4,41705.2,46.88758242,41724.50583673744,-6.26506382907246,0.40459213,1.4729857,0.4661088826211239,Alta,Pequena
1705866780000,41705.1,41712.0,41705.1,41711.9,44.11908541,41726.53803007822,-5.2804018246533815,0.43499434,8.971238,0.46642678771810264,Alta,Pequena
1705866840000,41711.9,41712.0,41711.9,41712.0,1.4343224400000008,41728.07887534961,-4.628991021578258,0.45089072,11.443281,0.46653159880743805,Alta,Pequena
1705866900000,41712.0,41718.3,41712.0,41718.3,27.50871296,41729.77138854431,-3.7404049998731352,0.4723655,8.591187,0.46641067248269064,Alta,Pequena
1705866960000,41718.3,41718.4,41718.3,41718.3,0.7963015799999997,41730.97890312792,-3.1932947685272666,0.48729864,8.074665,0.4663887729108566,Alta,Pequena
1705867020000,41718.3,41718.4,41718.3,41718.3,0.20631420000000134,41732.31352450981,-2.448535240269848,0.48948464,3.6241293,0.4662000836225023,Alta,Pequena
1705867080000,41718.3,41723.9,41711.8,41723.9,0.4021638500000009,41733.78863235295,-1.4623362025231472,0.5024877,3.117001,0.4661785818949092,Alta,Pequena
1705867140000,41723.9,41727.6,41723.9,41727.6,16.10608432,41734.82954102169,-0.7524990859456011,0.5336931,9.03163,0.4664293467313271,Alta,Pequena
1705867200000,41727.7,41729.8,41727.7,41729.8,1.0470707699999995,41735.590545339765,-0.2122706340815057,0.54935974,9.327995,0.4664419107955543,Alta,Pequena
1705867260000,41729.8,41747.7,41729.8,41747.7,42.85979903,41736.200076428155,0.2563448900618823,0.6061865,13.583363,0.4666223370463862,Alta,Pequena
1705867320000,41747.8,41755.1,41728.2,41728.8,74.69112697,41734.98955815743,-0.9718054029654013,0.5997825,9.178459,0.46643557248457346,Alta,Pequena
1705867380000,41735.9,41737.6,41731.1,41731.1,63.57742679,41735.64109059506,-0.6008727893058676,0.5759651,-4.9854937,0.46583508005172647,Baixa,Pequena
1705867440000,41731.1,41733.9,41730.9,41730.9,12.81841759,41736.119100131385,-0.35286974002519855,0.5646347,-5.860096,0.4657980029044884,Baixa,Pequena
1705867500000,41730.9,41730.9,41722.5,41727.9,9.97001956,41736.66847909258,-0.010831379091541748,0.5474271,-4.954815,0.46583638012640993,Baixa,Pequena
1705867560000,41726.1,41726.1,41710.1,41710.9,0.025899649999999497,41737.5914768918,0.731346039843629,0.4964013,-12.084514,0.46553414185144854,Baixa,Pequena
1705867620000,41717.2,41739.8,41710.2,41737.9,19.02299684,41740.401106038305,3.39890563942754,0.55244225,0.9161234,0.4660852756113556,Alta,Pequena
1705867680000,41737.8,41741.7,41737.8,41739.7,13.59645292,41740.664380358125,4.005152173594979,0.6118698,23.261118,0.46703269037257794,Alta,Pequena
1705867740000,41739.6,41739.6,41736.9,41736.9,0.04171048999999982,41740.76589408004,4.5374137183171115,0.6053294,9.573328,0.4664523127523932,Alta,Pequena
1705867800000,41736.9,41739.8,41736.9,41738.1,33.22684663,41741.17283029899,5.4358651631264365,0.606872,-0.8168042,0.4660118047032448,Baixa,Pequena
1705867860000,41738.1,41738.1,41720.1,41734.1,0.07135989000000009,41741.49628611993,6.381366968489602,0.57883084,-4.377544,0.4658608535820893,Baixa,Pequena
1705867920000,41734.0,41734.0,41730.8,41730.8,13.33175872,41742.27484255361,7.9026239350860115,0.5785214,-4.671603,0.46584838584470084,Baixa,Pequena
1705867980000,41730.9,41731.3,41730.8,41731.3,0.007267530000000022,41743.48272071715,10.065353751568182,0.5745129,-0.745976,0.4660148106855225,Baixa,Pequena
1705868040000,41733.3,41736.5,41733.3,41736.5,12.46566291,41744.765112371584,12.628469208211756,0.59770197,3.3154488,0.4661869959889535,Alta,Pequena
1705868100000,41736.5,41747.9,41736.5,41747.9,38.3953372,41745.63512420017,15.18679520257865,0.63975793,11.356581,0.4665279201467654,Alta,Pequena
1705868160000,41748.0,41770.0,41748.0,41770.0,18.61260516,41745.396716221236,17.070523359710933,0.72314125,20.986927,0.46693625998074234,Alta,Pequena
1705868220000,41770.9,41770.9,41762.7,41769.8,0.013125930000001063,41742.80689687611,16.976365140501002,0.7603555,18.850494,0.46684566682626927,Alta,Pequena
1705868280000,41769.8,41769.8,41764.6,41764.6,0.011374039999999752,41739.96551759991,16.629619702296623,0.7491723,3.5997152,0.4661990470355748,Alta,Pequena
1705868340000,41758.3,41763.8,41758.1,41761.9,0.030999999999998806,41737.37241418937,16.474615601859114,0.7154085,-5.9113083,0.46579583218293974,Baixa,Pequena
1705868400000,41764.2,41764.2,41764.2,41764.2,11.00604234,41734.79056305141,16.312052323097305,0.7314719,-2.3626566,0.4659462718102596,Baixa,Pequena
1705868460000,41764.3,41764.3,41764.2,41764.3,0.06922185999999897,41731.69483284629,15.633114431693686,0.7255448,1.4168501,0.46610650444123314,Alta,Pequena
1705868520000,41764.3,41764.7,41732.1,41749.8,1.0267591100000004,41728.262709988005,14.528970222192582,0.6500516,-11.131024,0.4655745601608729,Baixa,Pequena
